-0.03,0.04,1.02,-0.02,0.05,1.02,-0.02,0.06,1.02,-0.02,0.05,1.01,-0.01,0.04,1.02,-0.01,0.05,1.01,-0.02,0.06,1.02,-0.03,0.05,1.02,-0.02,0.05,1.03,-0.02,0.04,1.01,-0.02,0.05,1.01,-0.02,0.05,1.02,-0.03,0.05,1.03,-0.02,0.06,1.02,-0.01,0.04,1.02,-0.01,0.05,1.03,-0.03,0.06,1.02,-0.02,0.05,1.02,-0.01,0.05,1.02,-0.01,0.06,1.02,-0.01,0.05,1.03,-0.01,0.06,1.03,-0.03,0.05,1.02,-0.02,0.04,1.03,-0.02,0.05,1.03,-0.01,0.04,1.02,-0.03,0.04,1.04,-0.02,0.05,1.02,-0.02,0.07,1.02,-0.02,0.05,1.02,-0.01,0.06,1.01,-0.02,0.05,1.03
-0.02,0.01,1.03,-0.01,-0.01,1.03,-0.01,0.01,1.03,-0.02,0.0,1.02,-0.01,0.01,1.02,-0.02,0.01,1.02,0.0,0.01,1.02,0.01,0.0,1.04,0.0,0.0,1.02,0.0,0.0,1.03,-0.01,-0.0,1.03,0.0,0.01,1.03,-0.02,0.01,1.03,-0.01,0.01,1.02,-0.01,0.0,1.01,-0.01,-0.0,1.03,-0.0,0.01,1.02,-0.01,0.0,1.04,-0.01,0.0,1.04,-0.01,-0.01,1.03,0.0,0.0,1.02,-0.01,0.0,1.02,-0.0,-0.0,1.03,-0.01,0.0,1.02,-0.0,-0.0,1.03,-0.02,-0.01,1.03,-0.02,0.01,1.04,-0.02,0.01,1.03,-0.01,0.0,1.02,-0.01,0.01,1.03,-0.02,-0.01,1.01,-0.01,0.0,1.01
1.0,0.01,-1.84,0.46,-0.23,-1.1,0.05,-0.57,-0.04,0.23,-0.28,-0.35,0.8,-0.0,-1.75,0.63,-0.09,-1.45,0.4,-0.22,-0.63,0.03,-0.8,-0.43,0.35,-0.32,-0.9,0.8,-0.04,-1.04,0.78,-0.02,-0.76,0.97,-0.1,-0.71,0.48,-0.35,-0.26,0.83,-0.03,-0.03,0.82,0.07,0.03,1.05,0.48,0.13,0.7,0.14,0.26,0.46,0.12,0.87,1.15,0.31,0.02,0.95,0.3,0.01,1.09,0.41,-0.43,0.66,0.07,0.05,1.03,0.05,-0.15,1.01,0.36,-0.21,1.05,0.22,-0.51,0.85,0.37,-0.5,0.71,0.12,-0.22,0.51,0.35,0.55,0.52,0.37,0.86,0.52,0.4,1.49,0.53,0.3,0.77,0.22,0.02,1.23
0.16,0.04,1.37,0.05,0.03,0.88,-0.03,0.1,0.38,-0.12,0.03,0.29,-0.16,-0.01,0.23,-0.12,-0.09,0.42,0.1,-0.14,1.19,0.24,-0.17,1.66,0.3,-0.52,1.69,0.27,-0.61,1.27,0.01,-0.05,0.61,0.11,0.57,0.93,0.1,0.94,1.08,0.09,0.57,1.01,0.23,-0.33,1.13,0.3,-0.79,1.36,0.22,-0.74,1.17,0.11,0.09,1.04,0.09,0.83,0.95,-0.01,1.02,0.91,0.08,0.53,0.97,0.35,-0.41,1.15,0.11,-0.67,1.4,0.17,-0.69,1.18,0.12,-0.11,0.87,0.06,0.44,0.77,0.04,0.5,1.1,0.23,0.13,1.18,0.26,-0.3,1.02,0.27,-0.37,1.01,0.35,-0.17,1.02,0.08,0.18,0.95
-0.03,0.05,1.02,-0.01,0.05,1.02,-0.03,0.04,1.02,-0.01,0.05,1.03,-0.03,0.05,1.04,-0.03,0.05,1.03,-0.01,0.06,1.01,-0.01,0.06,1.04,-0.02,0.04,1.02,-0.03,0.04,1.02,-0.03,0.05,1.03,-0.01,0.05,1.02,-0.02,0.04,1.02,-0.03,0.05,1.03,-0.02,0.05,1.02,-0.02,0.05,1.03,-0.01,0.06,1.04,-0.03,0.05,1.02,-0.02,0.06,1.03,-0.02,0.04,1.03,-0.01,0.06,1.03,-0.02,0.05,1.03,-0.01,0.05,1.02,-0.01,0.04,1.02,-0.01,0.05,1.02,-0.02,0.05,1.02,-0.02,0.04,1.02,-0.02,0.06,1.02,-0.02,0.05,1.02,-0.02,0.05,1.02,-0.01,0.04,1.03,-0.01,0.06,1.02
0.35,-1.08,0.68,0.44,-0.81,1.0,0.4,-0.18,0.81,0.42,0.35,0.91,0.55,0.66,1.16,0.48,0.14,1.02,0.35,-1.04,0.76,0.26,-1.02,0.96,0.33,-0.24,0.81,0.42,0.14,1.06,0.54,0.36,1.25,0.43,0.35,1.12,0.26,-0.16,0.99,0.52,-1.48,0.65,0.11,-1.08,0.46,0.05,0.05,0.67,0.25,0.72,1.22,0.4,0.86,1.4,0.13,0.32,1.24,0.81,-1.47,0.52,0.2,-1.02,0.96,0.4,0.29,0.79,0.2,1.27,1.34,0.14,0.95,1.2,0.5,-1.12,0.5,0.54,-1.31,0.81,0.47,0.15,0.92,0.25,1.22,1.3,0.36,1.08,1.19,0.29,0.14,0.93,0.79,-1.47,1.1,0.49,-0.91,0.86
0.02,-0.17,0.96,0.16,0.39,1.42,-0.06,0.31,1.18,-0.09,-0.33,0.83,-0.05,-0.64,0.73,-0.07,-0.15,0.78,0.06,0.6,1.61,-0.04,0.18,0.88,-0.08,-0.44,0.9,-0.11,-0.59,0.67,0.04,-0.03,1.09,0.08,0.4,1.35,-0.21,0.24,1.06,-0.13,-0.28,0.88,-0.01,-0.64,0.71,0.06,-0.2,0.95,0.12,0.27,1.36,0.03,0.28,1.32,-0.1,-0.21,0.79,-0.22,-0.39,0.78,-0.23,-0.09,0.81,-0.06,0.28,1.37,-0.02,0.11,1.17,-0.09,-0.19,0.9,-0.23,-0.28,0.82,-0.27,-0.01,0.8,-0.1,0.4,1.36,-0.09,-0.01,0.97,0.0,-0.33,1.01,0.05,-0.52,0.95,-0.12,-0.06,0.77,-0.3,0.62,1.13
-0.02,0.06,1.03,-0.02,0.05,1.03,-0.03,0.05,1.02,-0.02,0.06,1.01,-0.03,0.05,1.02,-0.02,0.05,1.02,-0.02,0.05,1.01,-0.02,0.05,1.02,-0.01,0.04,1.03,-0.01,0.06,1.01,-0.02,0.04,1.01,-0.01,0.04,1.02,-0.01,0.05,1.03,-0.03,0.04,1.01,-0.02,0.05,1.03,-0.02,0.05,1.02,-0.03,0.05,1.03,-0.03,0.04,1.02,-0.02,0.05,1.02,-0.02,0.05,1.02,-0.02,0.05,1.03,-0.04,0.06,1.02,-0.01,0.05,1.02,-0.02,0.05,1.02,-0.02,0.06,1.02,-0.02,0.04,1.03,-0.02,0.05,1.02,-0.02,0.05,1.02,-0.01,0.05,1.02,-0.01,0.06,1.01,-0.03,0.06,1.02,-0.03,0.05,1.03
-0.02,0.06,1.07,-0.02,0.08,1.02,-0.03,0.07,1.02,-0.03,0.07,1.04,-0.01,0.05,1.01,-0.03,0.09,1.02,-0.04,0.04,0.98,-0.03,0.03,1.04,-0.01,0.04,0.99,-0.03,0.03,0.99,0.01,0.01,1.0,-0.04,0.01,1.04,-0.02,0.06,1.02,-0.02,0.05,1.02,-0.02,0.04,1.02,-0.02,0.06,1.03,-0.02,0.06,1.03,-0.02,0.05,1.02,-0.02,0.04,1.03,-0.01,0.05,1.03,-0.01,0.06,1.03,-0.01,0.05,1.02,-0.03,0.05,1.03,-0.03,0.04,1.02,-0.01,0.05,1.03,-0.01,0.05,1.02,-0.02,0.05,1.03,-0.03,0.05,1.02,-0.02,0.06,1.01,-0.02,0.06,1.03,-0.03,0.04,1.02,-0.03,0.06,1.01
-0.02,0.05,1.03,-0.03,0.05,1.01,-0.04,0.07,1.02,-0.02,0.07,1.01,-0.01,0.06,1.03,-0.01,0.04,1.02,-0.03,0.05,1.02,-0.03,0.05,1.02,-0.01,0.05,1.02,-0.03,0.06,1.03,-0.02,0.06,1.01,-0.03,0.07,1.02,-0.02,0.05,1.03,-0.02,0.06,1.02,-0.03,0.05,1.02,-0.02,0.06,1.03,-0.02,0.05,1.03,-0.01,0.04,1.03,-0.02,0.06,1.02,-0.01,0.05,1.02,-0.01,0.05,1.02,-0.01,0.06,1.03,-0.02,0.05,1.03,-0.03,0.05,1.04,-0.02,0.05,1.03,-0.01,0.04,1.01,-0.02,0.06,1.03,-0.02,0.05,1.03,-0.01,0.06,1.02,-0.02,0.05,1.02,-0.03,0.07,1.03,-0.03,0.07,1.03
0.0,0.14,0.57,0.03,0.05,1.01,0.01,0.01,1.04,0.01,0.02,1.03,-0.0,0.01,1.02,0.01,0.02,1.03,0.01,0.01,1.03,0.01,0.02,1.02,0.01,0.01,1.03,0.01,0.02,1.03,0.01,0.01,1.02,0.0,0.03,1.02,0.01,0.01,1.03,0.01,0.02,1.02,-0.01,0.01,1.03,0.0,0.02,1.02,0.02,0.01,1.03,0.01,0.02,1.02,0.01,0.01,1.03,0.01,0.01,1.02,0.01,0.0,1.03,0.0,0.02,1.03,-0.01,0.02,1.02,0.0,0.01,1.02,0.02,0.0,1.02,-0.0,0.01,1.03,0.02,0.02,1.03,0.0,0.01,1.02,0.0,0.01,1.03,0.03,0.17,1.01,-0.02,0.02,1.01,0.15,0.41,0.88
-0.77,-0.21,0.45,0.35,0.09,1.22,1.63,-0.36,1.22,0.3,-0.38,0.93,-0.43,-0.2,0.73,-0.75,-0.29,0.44,-0.01,0.09,0.92,1.4,-0.16,1.35,0.89,-0.43,1.08,0.09,-0.3,0.96,-0.33,-0.27,0.64,-0.62,-0.21,0.57,0.51,0.16,1.32,1.16,-0.42,1.17,0.24,-0.51,0.87,-0.34,-0.17,0.82,-0.73,-0.27,0.51,0.11,0.09,1.0,1.21,-0.42,1.22,0.79,-0.56,1.14,0.05,-0.06,0.99,-0.52,-0.07,0.71,-0.79,-0.1,0.56,0.06,0.15,0.97,1.47,-0.39,1.32,0.93,-0.51,0.93,0.03,-0.22,0.9,-0.43,-0.19,0.72,-0.63,-0.2,0.57,0.48,0.14,1.17,1.65,-0.45,0.98,0.46,-0.4,0.81
-0.01,-0.0,1.03,-0.01,0.0,1.03,0.0,0.0,1.01,0.0,0.0,1.03,0.0,0.0,1.03,-0.02,-0.0,1.03,0.0,0.0,1.03,-0.01,0.01,1.02,-0.02,-0.0,1.03,-0.01,0.0,1.02,-0.0,0.0,1.04,-0.01,-0.02,1.02,-0.02,0.0,1.03,-0.01,0.0,1.03,-0.01,0.0,1.02,-0.01,-0.0,1.01,-0.01,-0.0,1.02,-0.01,0.0,1.03,-0.01,-0.01,1.02,-0.01,0.01,1.02,-0.01,0.01,1.02,-0.02,0.0,1.03,0.01,0.0,1.02,-0.0,0.0,1.02,-0.01,-0.0,1.03,-0.01,0.0,1.03,0.0,-0.01,1.03,-0.01,0.01,1.02,-0.03,0.0,1.02,-0.02,0.0,1.02,-0.01,0.0,1.03,-0.01,0.01,1.03
0.13,-0.08,1.04,-0.28,-0.01,0.67,-0.44,-0.1,0.49,-0.19,0.08,0.99,0.41,0.08,1.46,0.27,-0.06,1.2,0.07,0.02,1.18,-0.24,-0.08,0.75,-0.38,-0.1,0.55,-0.31,-0.01,0.53,0.51,0.2,1.76,0.47,-0.18,1.29,0.05,-0.06,0.93,-0.47,0.07,0.52,-0.61,0.05,0.21,-0.17,0.02,0.8,0.76,-0.11,1.59,0.48,-0.25,1.23,-0.11,0.02,0.87,-0.53,0.07,0.53,-0.56,-0.05,0.36,-0.05,0.12,1.03,1.01,-0.01,1.48,0.36,-0.16,1.06,-0.25,0.0,0.86,-0.53,-0.08,0.42,-0.46,-0.02,0.35,0.12,0.36,1.71,0.53,0.04,1.61,0.21,-0.01,1.15,-0.3,-0.11,0.81,-0.49,-0.21,0.4
0.33,-0.84,1.13,0.31,-1.04,1.21,0.2,-0.81,1.08,0.18,-0.37,0.91,0.13,-0.06,0.98,0.05,0.34,1.09,-0.06,0.68,1.1,-0.27,0.99,0.9,-0.12,0.8,0.88,0.03,0.29,1.04,0.1,-0.31,1.03,0.14,-0.77,1.06,0.21,-1.11,1.09,0.23,-0.96,1.05,0.12,-0.45,0.94,0.09,0.07,0.94,0.02,0.67,1.01,0.1,1.06,1.09,0.07,0.79,1.04,-0.09,0.45,0.87,-0.03,0.06,0.96,-0.03,-0.38,0.98,-0.05,-0.94,0.87,0.26,-1.23,1.14,0.14,-0.42,1.11,0.06,0.46,0.91,0.23,0.93,0.9,0.08,0.47,0.93,-0.32,-0.04,0.95,-0.36,-0.11,1.42,0.12,-0.32,2.0,0.33,-0.19,1.66
0.27,0.86,0.31,1.16,0.49,0.85,1.14,-0.04,0.91,0.84,0.24,0.92,0.68,0.77,0.75,0.69,0.87,0.5,1.31,0.52,0.9,1.22,0.25,1.0,0.73,-0.21,0.27,0.05,0.04,0.44,-0.12,0.12,0.37,0.1,0.12,1.05,0.94,-0.13,1.53,1.38,-0.44,0.85,0.74,-0.44,0.27,-0.14,-0.37,0.24,-0.22,-0.24,0.43,0.66,0.12,0.94,1.78,0.11,0.91,1.59,-0.41,0.15,0.71,-0.4,0.14,-0.16,-0.11,0.53,-0.27,-0.09,0.59,1.2,0.16,0.22,2.0,-0.18,-0.14,1.84,-0.51,-0.26,0.52,-0.32,0.28,0.08,0.02,0.5,-0.1,0.26,0.57,1.16,0.17,0.03,2.0,-0.06,-0.37,1.61,-0.22,-0.25
-0.03,0.09,1.05,-0.06,0.06,0.62,-0.14,0.01,0.35,-0.2,0.05,0.23,-0.17,0.08,0.17,-0.04,0.01,0.53,0.1,-0.21,1.08,-0.07,-0.21,1.49,0.01,-0.16,1.84,0.1,-0.07,1.93,0.17,-0.03,1.54,0.14,-0.0,1.08,0.08,-0.02,0.74,-0.01,-0.02,0.39,-0.08,-0.02,0.03,-0.16,0.03,0.1,0.0,-0.06,0.67,0.23,-0.22,1.27,0.12,-0.07,1.44,0.23,0.07,1.96,0.28,0.2,1.84,0.23,0.15,1.47,0.13,0.1,1.08,0.06,0.0,0.7,-0.04,0.0,0.26,-0.12,0.07,0.17,-0.09,0.08,0.33,0.07,0.02,0.85,0.22,-0.01,1.46,0.03,-0.04,1.6,0.1,-0.08,1.87,0.14,-0.0,1.71
0.11,0.48,0.94,0.19,0.57,0.89,0.21,0.47,0.84,0.29,0.47,0.86,0.18,0.34,0.9,0.06,0.5,1.04,0.06,0.53,1.07,0.17,0.2,1.03,0.15,-0.46,0.85,0.11,-0.86,0.6,0.13,-0.74,0.74,0.35,-0.41,0.92,0.39,-0.22,0.92,0.25,-0.29,0.85,0.33,-0.19,0.91,0.2,0.03,0.98,-0.18,0.04,0.89,-0.21,0.38,1.26,0.13,0.55,0.99,0.13,0.4,0.75,0.09,0.45,0.96,0.08,0.61,0.89,0.57,0.65,0.76,0.8,0.51,0.62,0.71,0.48,0.54,0.82,0.56,0.37,0.88,0.47,0.28,0.5,0.54,0.51,0.29,0.81,0.46,-0.41,0.58,0.52,-0.78,0.47,1.44,-0.32,0.52,0.78
0.07,-0.07,0.11,0.13,0.22,0.82,0.62,0.3,0.32,1.35,-0.06,-0.74,1.8,-0.46,-1.17,1.13,-0.7,-0.83,0.35,-0.38,0.09,-0.0,0.25,1.11,0.55,0.17,0.39,1.41,-0.7,-1.32,1.53,-0.87,-1.15,0.92,-0.67,-0.64,0.24,-0.04,0.38,0.16,0.27,0.91,0.77,0.01,-0.12,1.7,-0.64,-1.27,1.71,-0.73,-1.23,0.93,-0.37,-0.6,0.13,0.15,0.55,0.17,0.29,0.92,0.84,-0.04,-0.25,1.56,-0.58,-1.38,1.51,-0.75,-1.08,0.5,-0.37,-0.05,-0.1,0.14,0.96,0.35,0.01,0.29,1.59,-0.75,-1.71,1.52,-0.91,-1.39,0.51,-0.45,-0.33,0.17,0.13,0.67,0.37,0.16,0.7,1.45,-0.19,-1.43
0.01,0.02,1.02,0.0,0.03,1.02,0.02,0.01,1.06,0.0,0.01,1.02,0.0,0.02,1.03,0.01,0.02,1.03,0.01,0.01,1.02,0.01,0.01,1.03,0.01,0.01,1.02,0.01,0.03,1.02,0.02,0.01,1.02,0.01,0.01,1.03,0.01,0.02,1.02,0.01,0.01,1.03,0.01,0.02,1.01,-0.0,0.01,1.01,0.01,0.02,1.02,0.01,0.02,1.02,0.0,0.02,1.03,0.01,0.02,1.02,0.0,0.02,1.03,0.02,0.02,1.02,0.0,0.01,1.01,0.01,0.01,1.03,0.02,0.01,1.02,0.01,0.02,1.03,-0.01,0.01,1.02,0.01,0.01,1.03,0.01,0.02,1.02,-0.0,0.01,1.03,0.0,0.01,1.02,0.01,0.02,1.02
-0.04,0.05,1.03,-0.03,0.04,1.01,-0.02,0.06,1.03,-0.02,0.05,1.03,-0.01,0.05,1.03,-0.02,0.06,1.02,-0.03,0.04,1.03,-0.03,0.05,1.03,-0.03,0.05,1.02,-0.02,0.05,1.04,-0.02,0.05,1.03,-0.02,0.04,1.02,-0.02,0.05,1.03,-0.04,0.06,1.03,-0.02,0.04,1.03,-0.02,0.06,1.03,-0.01,0.05,1.02,-0.01,0.04,1.02,-0.01,0.04,1.02,-0.01,0.05,1.02,-0.01,0.04,1.03,-0.01,0.05,1.01,-0.02,0.06,1.02,-0.03,0.05,1.02,-0.02,0.05,1.03,-0.02,0.05,1.02,-0.02,0.05,1.02,-0.01,0.03,1.03,-0.02,0.06,1.01,-0.02,0.05,1.02,-0.01,0.04,1.01,-0.02,0.05,1.03
-0.02,0.04,1.02,-0.03,0.06,1.02,-0.02,0.06,1.02,-0.02,0.06,1.03,-0.03,0.05,1.02,-0.02,0.06,1.02,-0.02,0.05,1.03,-0.01,0.05,1.03,-0.01,0.06,1.01,-0.03,0.04,1.03,-0.02,0.04,1.02,-0.02,0.05,1.02,-0.03,0.05,1.02,-0.01,0.06,1.03,-0.02,0.04,1.02,-0.01,0.05,1.02,-0.01,0.05,1.02,-0.01,0.06,1.02,-0.02,0.06,1.03,-0.01,0.05,1.03,-0.0,0.05,1.01,-0.02,0.04,1.03,-0.02,0.05,1.02,-0.01,0.05,1.02,-0.02,0.07,1.02,-0.02,0.05,1.02,-0.01,0.04,1.02,-0.02,0.05,1.03,-0.01,0.05,1.01,-0.02,0.04,1.01,-0.03,0.04,1.02,-0.01,0.06,1.01
-0.01,0.06,1.01,-0.01,0.05,1.02,-0.03,0.05,1.03,-0.01,0.04,1.03,-0.02,0.04,1.02,-0.02,0.05,1.02,-0.01,0.05,1.02,-0.02,0.04,1.03,-0.02,0.04,1.02,-0.01,0.05,1.02,-0.01,0.06,1.01,-0.01,0.05,1.02,-0.03,0.04,1.02,-0.01,0.05,1.02,-0.02,0.06,1.03,-0.01,0.05,1.02,-0.03,0.05,1.03,-0.02,0.04,1.02,-0.02,0.05,1.03,-0.03,0.05,1.02,-0.02,0.05,1.03,-0.02,0.05,1.02,-0.02,0.06,1.03,-0.02,0.05,1.02,-0.02,0.06,1.02,-0.02,0.05,1.02,-0.0,0.05,1.03,-0.01,0.05,1.02,-0.02,0.04,1.03,-0.02,0.05,1.03,-0.0,0.05,1.02,-0.02,0.05,1.01
